6092	114
3914	99
3831	97
0859	94
0648	94
8010	93
2285	92
3463	86
5921	85
3398	84
3864	84
2517	84
7439	83
6948	82
7785	82
5308	81
6444	80
2431	79
6299	79
4539	79
7689	79
9899	78
1732	78
7385	78
3746	78
2875	77
3054	77
5998	76
9943	76
3301	76
0314	76
1232	75
1738	75
5775	75
1530	74
6401	74
6066	73
4566	73
8641	73
7985	73
8263	73
2555	73
5201	72
4185	72
4673	72
6487	71
5452	71
6889	71
0669	71
5758	71
5997	71
2551	70
2144	70
0019	70
9621	70
1635	69
5842	69
0414	69
0665	69
3614	69
5798	69
6422	68
3521	68
5121	68
1704	68
4105	68
9627	68
7335	67
0347	67
9220	67
1500	67
1340	67
9583	67
6306	67
5859	67
3476	67
1299	67
5594	67
2344	67
9591	67
4813	66
3549	66
5546	66
53478	66
2623	66
4366	66
4989	66
55868	65
9387	65
1529	65
3336	65
9139	65
1747	65
7805	65
2226	65
2809	65
1559	65
4453	65
4388	65
6751	64
6575	64
5295	64
5688	64
0378	64
3280	64
4236	64
9760	64
1432	64
3904	63
1243	63
4194	63
0575	63
1840	63
6262	63
0807	63
6199	63
0277	62
4276	62
4740	62
0010	62
9279	62
6891	62
1706	62
0265	62
5290	62
5967	62
1127	62
4738	62
1596	62
9434	62
1129	62
2783	62
0235	62
0287	61
7551	61
56962	61
1893	61
9528	61
3971	61
7584	61
7967	61
1250	61
3573	61
0934	61
17643	61
6852	61
0809	61
4790	61
9295	61
9118	61
5419	61
3350	61
2384	61
0874	61
6657	61
7399	61
56161	60
1801	60
8722	60
3367	60
2253	60
7788	60
0736	60
8140	60
6460	60
5552	60
1921	60
0848	60
2983	60
4577	60
3913	60
4109	60
1443	60
3745	60
6521	60
2223	60
9940	60
7969	59
3297	59
5063	59
7774	59
51258	59
5794	59
7654	59
0730	59
9786	59
5984	59
1668	59
3917	59
1532	59
6915	59
8772	59
56998	59
6663	59
7737	59
8856	58
6828	58
8769	58
1218	58
2108	58
8162	58
9669	58
7147	58
3457	58
5243	58
6220	58
0863	58
5693	58
0312	58
4642	58
5747	58
1669	58
1791	58
9511	57
4602	57
0167	57
56853	57
1231	57
7556	57
4970	57
4531	57
1004	57
56137	57
5937	57
1137	57
3664	57
5727	57
5529	57
2958	57
7271	57
58287	57
8039	56
7400	56
1150	56
1985	56
9235	56
6231	56
6346	56
8359	56
1555	56
1631	56
4831	56
5835	56
0307	56
2860	56
3532	56
7697	55
8942	55
7997	55
6812	55
0028	55
2788	55
5895	55
7270	55
5155	55
4548	55
6345	55
59584	55
2220	55
1990	55
0335	55
9212	55
7444	55
4980	54
1789	54
5713	54
4386	54
6608	54
9296	54
8508	54
7068	54
1509	54
9905	54
3838	54
1349	54
6102	54
5651	54
9248	54
51130	54
9900	54
7550	54
8348	54
8093	54
9661	54
4873	54
7948	54
0951	53
50599	53
7483	53
1191	53
7992	53
1697	53
6397	53
6490	53
8378	53
1548	53
8376	53
7425	53
6934	53
1609	53
4340	53
52831	53
9168	53
0098	53
8192	53
6748	53
6788	53
0184	53
2503	53
6242	53
55701	53
1829	53
4613	53
50614	53
7106	53
1689	53
2554	53
7665	53
8098	53
6263	53
2019	53
0526	52
7044	52
5219	52
6819	52
3396	52
9268	52
6465	52
3655	52
9753	52
1187	52
1170	52
1225	52
8286	52
4496	52
4659	52
7352	52
6310	52
8517	52
4112	52
1027	52
0813	52
8511	52
7377	52
0095	52
0192	52
8062	52
4086	52
6981	52
7940	52
9269	52
0145	52
7145	52
3172	52
9163	52
5242	52
6762	52
6303	52
4627	52
5307	52
9617	51
2174	51
1550	51
6074	51
2804	51
8742	51
4558	51
54850	51
9146	51
5878	51
9747	51
0846	51
8927	51
2651	51
0627	51
4475	51
1376	51
4490	51
6782	51
0332	51
4816	51
8758	51
0336	51
9183	51
7345	51
0571	51
50473	51
8046	51
7599	51
1913	51
0788	51
1381	51
2654	51
0588	51
56785	51
7498	51
6088	51
0906	50
6837	50
3567	50
0499	50
9207	50
2016	50
5653	50
3718	50
1842	50
0408	50
7346	50
