0000	45
00000	4
00005	4
00007	15
00012	12
00013	5
00016	11
0002	6
00027	12
00029	1
0003	2
00039	1
0004	10
00043	1
00044	16
00045	9
00048	9
0005	23
00053	6
00057	16
0006	43
0007	10
00073	7
00077	1
00078	3
0008	17
00081	11
00086	10
00088	1
0009	8
00094	18
00098	1
0010	62
00101	5
00104	2
00106	12
0011	24
00115	1
00117	17
0012	23
00120	21
00122	17
0013	1
00135	14
0014	21
00141	14
00146	5
00147	13
0015	38
00151	8
00155	17
0016	2
00165	17
00167	11
00169	9
0017	2
00176	16
0018	5
00184	9
00186	9
0019	70
00191	1
0020	3
00203	2
00206	1
00207	1
0021	8
00214	23
00215	8
0022	2
00224	5
0023	17
00235	15
00236	4
00239	1
0024	13
00248	12
00249	14
0025	3
0026	7
00260	12
00261	16
00265	2
00266	10
0027	13
00274	2
00277	16
0028	55
00286	14
0029	29
00294	13
00295	7
00296	22
00297	10
0030	25
00300	12
00303	16
00307	8
00308	18
00309	13
0031	40
00317	4
00319	9
00322	33
0033	39
00331	1
00338	9
0034	26
00340	19
00343	2
00348	4
0035	21
00358	9
00360	3
00363	7
00369	10
0037	21
00370	32
00373	1
00377	7
00379	7
0038	12
00387	1
00389	10
0039	16
00399	1
0040	8
00400	15
00402	11
00404	4
0041	31
00415	2
00416	1
0042	1
00420	2
00421	17
00427	1
0043	18
00430	5
00433	25
00434	12
00435	11
00436	21
00437	9
0044	22
00440	11
00442	17
00448	3
0045	35
00450	2
00453	20
00454	2
00455	7
00458	1
00459	9
0046	21
00465	9
00468	6
00469	22
0047	11
00471	1
00476	23
0048	34
00481	1
00485	18
00486	7
00489	11
0049	12
00491	5
00495	6
00499	25
0050	12
00503	15
00505	12
0051	13
00513	1
00517	17
0052	9
00522	6
00524	2
00526	20
0053	37
00539	4
0054	12
00541	11
00543	14
00545	5
00548	1
0055	30
00551	3
00554	18
0056	5
00560	11
00567	1
00569	13
0057	12
00578	11
0058	8
00582	1
00589	13
0059	1
00592	16
00598	15
0060	29
00602	8
00605	8
0061	44
00614	16
00615	2
0062	20
00623	1
00631	5
00633	2
00636	10
00639	2
0064	2
0065	26
00650	1
00651	13
00655	1
00659	5
0066	8
00660	6
00661	8
00663	3
0067	19
00670	11
00680	5
00685	3
00686	13
00688	2
0069	33
00694	3
00695	3
0070	49
00700	8
00704	1
0071	15
00711	4
00713	24
00716	16
00719	2
0072	21
00721	3
0073	10
00731	5
00733	1
0074	7
00744	2
0075	26
00757	3
00759	17
0076	23
00766	8
0077	27
00779	1
0078	11
0079	19
00793	8
0080	7
0081	32
00810	9
00813	1
00815	1
00819	11
0082	21
00825	11
00828	22
0083	11
00834	14
00837	1
0084	10
00845	1
0085	37
00858	13
0086	14
00862	12
00867	14
00868	18
0087	25
00873	9
00878	3
0088	12
0089	34
00896	6
0090	11
00900	5
00903	12
00905	13
00908	8
0091	13
00915	4
00917	10
00919	12
0092	21
00922	6
00924	3
00925	5
00926	2
00928	9
0094	26
00946	4
0095	52
00950	1
00955	2
0096	42
00960	14
00969	10
0097	19
00971	3
00973	15
00977	7
00979	7
0098	53
00980	4
00986	1
0099	14
00996	4
00999	7
01000	6
01002	4
0101	44
0102	9
01020	2
01022	2
0103	10
01031	6
0104	26
01040	26
01044	3
0105	12
01051	19
01056	1
01057	26
0106	26
01061	5
01064	9
01065	1
01067	19
0107	10
01071	6
01075	11
01078	3
0108	7
01084	14
01088	5
01089	1
0109	17
01091	10
01093	8
0110	7
01100	5
01103	2
01106	3
01118	16
01119	11
0112	8
01124	3
01125	1
01127	8
01130	10
01132	18
01136	1
0114	45
01140	16
01145	7
01146	1
01147	14
0115	6
01155	13
0116	2
01166	15
01168	17
01169	2
0117	13
01170	1
01171	16
01176	4
01177	11
01183	2
01185	11
0119	32
01204	1
0121	38
01213	18
01214	18
01215	9
0122	21
01221	9
01227	15
0123	24
0124	19
01241	11
01242	8
01244	3
01248	15
01249	2
0125	31
01253	2
01254	1
0126	38
01262	3
01263	15
01264	9
0127	12
01274	13
01278	10
0128	19
01283	3
01285	11
0129	15
01290	4
01293	1
01296	14
0130	1
01300	16
0131	41
01313	1
01319	1
0132	16
01324	7
01329	15
0133	18
01332	4
01334	1
01336	2
0134	1
01344	13
01347	7
01348	4
0135	9
01356	7
01357	8
0136	8
0137	27
01370	15
01374	5
01376	9
0138	20
01384	16
01387	6
0139	2
01391	11
01392	12
01394	10
0140	24
01407	12
01409	25
0141	18
01410	11
01414	19
01418	4
0142	26
01423	2
01425	10
0143	20
01433	4
0144	42
01442	14
01443	6
0145	52
01452	19
01455	18
0146	3
01463	8
01468	7
0147	39
01475	9
01478	1
0148	13
01480	2
01481	17
01485	7
0149	2
01495	22
01497	5
0150	9
0151	48
01513	4
0152	2
01521	18
01524	4
01525	8
01526	23
01527	6
0153	25
01531	18
01532	2
01534	6
0154	32
01543	4
01546	6
01549	4
0155	13
0156	1
01561	2
01565	16
01567	22
01568	5
0157	17
01572	5
0158	35
01587	5
0159	16
01590	1
01594	11
01608	9
01614	5
01619	10
0162	8
01620	14
01625	18
01626	8
0163	29
01630	14
0164	14
01645	5
01649	2
0165	21
01651	2
01654	1
0166	41
01662	16
0167	57
01674	1
01678	12
0168	20
01686	14
0169	45
01691	6
01692	9
0170	39
01704	4
0171	20
01710	13
01715	1
01718	2
0172	3
01729	10
0173	24
01737	1
0174	9
01745	3
01748	8
0175	17
01754	11
01757	2
01759	11
0176	12
01761	14
01775	13
0178	5
01781	13
01782	1
0179	13
01790	3
01791	8
01795	1
01798	2
0180	45
01800	14
01802	3
01803	15
01808	1
01809	13
0181	10
01811	10
01812	11
01813	8
0182	18
01821	5
01822	5
01824	1
01835	2
0184	53
01844	1
01846	11
0185	19
01853	11
01854	5
01856	3
01857	1
0186	17
01865	6
01866	4
0187	13
01872	24
01878	5
01879	1
0188	10
01884	6
01886	11
01889	9
0189	1
01893	6
01897	17
0190	47
01900	8
01902	8
01903	1
0191	5
01911	9
01915	2
01916	5
0192	52
01920	3
01921	2
01922	3
01933	8
01934	2
01935	3
0194	12
01942	13
01947	2
0195	13
01956	3
01958	3
0196	36
01963	14
0197	23
01970	24
01974	19
01978	5
01979	20
0198	14
01980	14
01989	14
01995	10
0200	6
02001	12
0201	14
02011	7
02013	17
02015	3
02017	15
0202	3
02021	8
02024	8
0203	10
02032	7
02039	1
02041	3
02044	14
02048	13
02049	13
0205	35
02050	17
02058	1
0206	2
02062	8
02065	6
02069	8
0207	24
02074	16
0208	12
02084	18
02086	3
02088	9
0209	18
02096	6
02097	2
0210	4
02105	14
0211	9
02113	10
02123	15
0213	10
02131	1
02136	6
0214	8
02145	3
0215	9
0216	10
02162	31
02168	14
0217	21
02172	3
02175	9
0218	12
02183	13
02185	18
0219	17
02190	16
02194	1
0220	14
02200	11
0221	21
02212	13
02217	10
02219	14
0222	36
02226	12
0223	12
02230	10
02234	11
02239	2
0224	17
02241	11
02243	14
02244	9
02245	9
02246	32
02248	13
0225	10
02253	11
0226	36
02263	22
0227	12
02270	15
02273	19
02274	13
02275	10
02278	3
02279	8
0228	32
02280	5
02284	10
02286	9
02287	1
02288	8
0229	12
02294	11
02295	6
02298	12
0230	20
02301	12
02309	6
0231	22
02312	15
02314	9
02317	11
02318	17
0232	12
02320	8
02321	20
02323	1
02325	3
0233	33
02331	2
02332	9
02335	14
02339	1
0234	10
0235	62
02350	27
02352	2
02354	10
02357	6
0236	19
02360	11
02362	16
02363	10
02365	15
02368	1
0237	15
02373	5
0238	15
02383	19
02387	16
0239	2
02393	14
0240	8
02402	16
02405	9
0241	10
02414	10
02415	6
02417	17
0242	16
02420	7
02422	1
02423	9
02425	8
02427	15
02429	18
0243	47
02432	8
02435	7
02448	15
0245	22
02450	5
02452	8
02453	12
02454	14
02456	1
02457	4
0246	22
02461	1
02463	1
02469	5
0247	17
02470	2
0248	7
02483	2
02489	32
0249	24
02494	12
0250	31
02501	7
02506	6
0251	11
02516	12
02518	2
0252	41
02520	17
02522	1
02527	3
0253	29
02532	8
02534	12
02539	19
0254	24
0255	2
02550	19
02559	1
02561	3
02563	23
0257	22
02570	11
02571	13
02576	5
0258	33
02585	5
0259	25
02590	10
02594	2
02598	1
0260	23
02600	13
02601	10
02603	1
02604	14
02605	3
02606	5
0261	2
02615	5
02619	4
0262	15
02629	9
0263	23
02638	3
0265	62
0266	13
02663	11
02667	1
02669	2
0267	33
02670	6
0268	9
02680	1
02685	13
02686	2
02687	5
0269	5
02690	15
02691	7
02692	12
02697	11
02698	1
0270	27
02701	23
02703	8
0271	19
02712	4
0272	1
02723	2
02725	6
